"","well","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","combined_data$Strain_nice"
"317","317_C9_P. baetica 1_",1,1,0,0,1,0,0,1,"P. baetica 1"
"318","318_F9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"319","319_F10_P. baetica 1_",1,1,0,1,1,1,0,0,"P. baetica 1"
"320","320_G2_P. baetica 1_",0,0,0,0,0,1,0,0,"P. baetica 1"
"321","321_B2_P. baetica 1_",1,1,0,0,1,0,1,1,"P. baetica 1"
"322","322_D3_P. baetica 1_",0,1,0,0,1,0,0,1,"P. baetica 1"
"323","323_F7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"324","324_C8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"325","325_C2_P. baetica 1_",1,1,0,0,0,1,1,1,"P. baetica 1"
"326","326_G2_P. baetica 1_",0,1,0,1,0,0,0,1,"P. baetica 1"
"327","327_B11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"328","328_C4_P. baetica 1_",0,1,1,0,1,0,0,1,"P. baetica 1"
"329","329_D8_P. baetica 1_",1,1,0,1,0,1,0,0,"P. baetica 1"
"330","330_F11_P. baetica 1_",1,0,0,1,1,1,1,1,"P. baetica 1"
"331","331_E3_P. baetica 1_",1,0,1,0,0,0,0,0,"P. baetica 1"
"332","332_B2_P. baetica 1_",0,1,1,0,0,0,1,0,"P. baetica 1"
"333","333_G10_P. baetica 1_",1,1,0,1,1,0,1,0,"P. baetica 1"
"334","334_G4_P. baetica 1_",0,1,0,0,1,0,0,0,"P. baetica 1"
"335","335_E3_P. baetica 1_",1,0,1,0,1,1,0,1,"P. baetica 1"
"336","336_D8_P. baetica 1_",1,1,0,0,1,0,0,0,"P. baetica 1"
"337","337_E7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"338","338_B3_P. baetica 1_",1,1,1,1,1,1,1,0,"P. baetica 1"
"339","339_B4_P. baetica 1_",0,1,1,0,1,0,1,0,"P. baetica 1"
"340","340_C11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"341","341_B9_P. baetica 1_",1,1,0,0,1,0,1,0,"P. baetica 1"
"342","342_G10_P. baetica 1_",1,1,0,1,1,0,1,0,"P. baetica 1"
"343","343_G6_P. baetica 1_",0,1,0,1,1,0,1,1,"P. baetica 1"
"344","344_F8_P. baetica 1_",1,1,0,0,0,0,1,0,"P. baetica 1"
"345","345_B2_P. baetica 1_",0,1,1,0,0,0,1,0,"P. baetica 1"
"346","346_B3_P. baetica 1_",1,1,1,1,1,1,1,0,"P. baetica 1"
"347","347_F5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"348","348_D2_P. baetica 1_",0,1,1,1,0,1,1,1,"P. baetica 1"
"349","349_G5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"350","350_E4_P. baetica 1_",0,1,1,0,0,1,0,1,"P. baetica 1"
"351","351_E11_P. baetica 1_",0,1,1,1,0,0,0,0,"P. baetica 1"
"352","352_E11_P. baetica 1_",1,0,1,0,1,1,1,1,"P. baetica 1"
"353","353_E4_P. baetica 1_",0,1,1,0,0,1,0,1,"P. baetica 1"
"354","354_B5_P. baetica 1_",0,1,0,0,0,1,0,0,"P. baetica 1"
"355","355_F8_P. baetica 1_",1,1,0,0,0,0,1,0,"P. baetica 1"
"356","356_E10_P. baetica 1_",1,1,0,1,0,1,1,1,"P. baetica 1"
"357","357_E8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"358","358_C9_P. baetica 1_",1,1,1,1,0,1,0,0,"P. baetica 1"
"359","359_F6_P. baetica 1_",0,0,0,0,1,1,1,0,"P. baetica 1"
"360","360_D7_P. baetica 1_",0,0,1,1,0,0,1,1,"P. baetica 1"
"361","361_C10_P. baetica 1_",1,1,0,1,1,1,0,1,"P. baetica 1"
"362","362_B5_P. baetica 1_",0,1,0,1,1,0,1,0,"P. baetica 1"
"363","363_E11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"364","364_E3_P. baetica 1_",1,1,1,1,0,1,1,1,"P. baetica 1"
"365","365_C10_P. baetica 1_",1,1,1,0,0,1,1,0,"P. baetica 1"
"366","366_F6_P. baetica 1_",0,0,0,0,1,1,1,0,"P. baetica 1"
"367","367_E7_P. baetica 1_",0,0,1,1,1,1,0,1,"P. baetica 1"
"368","368_F8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"369","369_C2_P. baetica 1_",1,0,0,1,0,1,0,1,"P. baetica 1"
"370","370_F11_P. baetica 1_",0,1,1,0,1,0,0,0,"P. baetica 1"
"371","371_E9_P. baetica 1_",1,1,0,0,0,1,0,1,"P. baetica 1"
"372","372_G5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"373","373_D11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"374","374_G6_P. baetica 1_",0,0,1,1,1,0,0,1,"P. baetica 1"
"375","375_E7_P. baetica 1_",0,0,1,1,1,1,0,1,"P. baetica 1"
"376","376_D9_P. baetica 1_",1,0,1,0,0,1,0,0,"P. baetica 1"
"377","377_B3_P. baetica 1_",1,0,1,1,0,1,0,1,"P. baetica 1"
"378","378_B7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"379","379_G11_P. baetica 1_",1,0,0,1,1,0,0,1,"P. baetica 1"
"380","380_E3_P. baetica 1_",1,0,1,0,1,1,0,1,"P. baetica 1"
"381","381_C3_P. baetica 1_",1,0,1,1,0,0,1,1,"P. baetica 1"
"382","382_B2_P. baetica 1_",0,1,1,1,1,1,0,1,"P. baetica 1"
"383","383_E4_P. baetica 1_",0,1,1,0,0,0,0,0,"P. baetica 1"
"384","384_D10_P. baetica 1_",1,1,0,1,1,0,1,1,"P. baetica 1"
"385","385_G11_P. baetica 1_",1,1,0,0,1,1,0,1,"P. baetica 1"
"386","386_E4_P. baetica 1_",1,0,0,1,0,1,1,1,"P. baetica 1"
"387","387_B10_P. baetica 1_",1,0,0,1,0,1,0,0,"P. baetica 1"
"388","388_E2_P. baetica 1_",0,1,0,1,0,1,0,0,"P. baetica 1"
"389","389_F6_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"390","390_F9_P. baetica 1_",1,1,1,0,1,1,0,0,"P. baetica 1"
"391","391_B3_P. baetica 1_",1,0,0,0,0,1,1,1,"P. baetica 1"
"392","392_B3_P. baetica 1_",0,0,0,0,0,0,1,0,"P. baetica 1"
"393","393_C3_P. baetica 1_",1,0,1,1,0,0,1,1,"P. baetica 1"
"394","394_B4_P. baetica 1_",1,0,1,1,1,1,1,1,"P. baetica 1"
"395","395_C8_P. baetica 1_",1,1,0,1,1,0,0,0,"P. baetica 1"
"396","396_C11_P. baetica 1_",1,0,1,0,0,1,0,1,"P. baetica 1"
"397","397_C11_P. baetica 1_",1,0,1,0,0,1,0,1,"P. baetica 1"
"398","398_C9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"399","399_F2_P. baetica 1_",1,0,0,0,1,1,0,1,"P. baetica 1"
"400","400_F9_P. baetica 1_",1,0,1,0,0,0,0,1,"P. baetica 1"
"401","401_B5_P. baetica 1_",0,1,0,1,1,0,1,0,"P. baetica 1"
"402","402_C11_P. baetica 1_",1,0,1,1,1,0,1,1,"P. baetica 1"
"403","403_G10_P. baetica 1_",1,0,1,1,1,1,1,0,"P. baetica 1"
"404","404_F4_P. baetica 1_",0,1,1,0,0,0,1,1,"P. baetica 1"
"405","405_B3_P. baetica 1_",0,1,0,0,1,1,0,0,"P. baetica 1"
"406","406_B11_P. baetica 1_",1,1,0,1,1,0,0,1,"P. baetica 1"
"407","407_B6_P. baetica 1_",0,0,1,0,0,0,1,0,"P. baetica 1"
"408","408_G11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"409","409_F2_P. baetica 1_",1,0,0,0,1,1,0,1,"P. baetica 1"
"410","410_G4_P. baetica 1_",0,1,0,0,1,0,0,0,"P. baetica 1"
"411","411_C6_P. baetica 1_",0,0,0,1,0,1,1,0,"P. baetica 1"
"412","412_E8_P. baetica 1_",1,1,1,1,1,0,1,0,"P. baetica 1"
"413","413_E9_P. baetica 1_",1,1,0,0,0,1,0,1,"P. baetica 1"
"414","414_F10_P. baetica 1_",1,0,0,0,1,0,1,0,"P. baetica 1"
"415","415_G4_P. baetica 1_",0,0,1,0,1,0,1,0,"P. baetica 1"
"416","416_B8_P. baetica 1_",1,1,1,0,0,0,0,1,"P. baetica 1"
"417","417_G6_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"418","418_D4_P. baetica 1_",1,0,0,1,1,0,1,1,"P. baetica 1"
"419","419_F7_P. baetica 1_",0,0,0,0,0,1,0,1,"P. baetica 1"
"420","420_F9_P. baetica 1_",1,1,0,0,0,0,1,1,"P. baetica 1"
"421","421_B4_P. baetica 1_",0,0,1,1,1,0,0,0,"P. baetica 1"
"422","422_F7_P. baetica 1_",1,1,1,0,0,1,0,0,"P. baetica 1"
"423","423_D8_P. baetica 1_",1,1,0,1,0,1,0,0,"P. baetica 1"
"424","424_F6_P. baetica 1_",0,1,0,1,1,1,0,1,"P. baetica 1"
"425","425_B9_P. baetica 1_",1,1,0,0,1,0,1,0,"P. baetica 1"
"426","426_B4_P. baetica 1_",1,0,0,0,0,1,0,0,"P. baetica 1"
"427","427_F2_P. baetica 1_",1,0,1,1,1,0,0,1,"P. baetica 1"
"428","428_E3_P. baetica 1_",1,0,1,0,0,0,0,0,"P. baetica 1"
"429","429_D9_P. baetica 1_",1,1,0,0,0,1,1,0,"P. baetica 1"
"430","430_D3_P. baetica 1_",1,1,0,0,0,0,0,0,"P. baetica 1"
"431","431_F7_P. baetica 1_",1,1,1,0,0,1,0,0,"P. baetica 1"
"432","432_E3_P. baetica 1_",1,1,1,1,0,1,1,1,"P. baetica 1"
"433","433_G7_P. baetica 1_",0,0,0,0,0,0,1,1,"P. baetica 1"
"434","434_B11_P. baetica 1_",1,1,0,1,1,0,0,1,"P. baetica 1"
"435","435_E3_P. baetica 1_",0,1,0,0,0,1,1,0,"P. baetica 1"
"436","436_F10_P. baetica 1_",1,0,1,0,1,0,1,0,"P. baetica 1"
"437","437_D6_P. baetica 1_",0,0,0,1,0,1,0,1,"P. baetica 1"
"438","438_D11_P. baetica 1_",1,0,1,0,0,0,1,1,"P. baetica 1"
"439","439_E2_P. baetica 1_",0,1,1,0,1,1,1,1,"P. baetica 1"
"440","440_F10_P. baetica 1_",1,0,1,0,1,0,1,0,"P. baetica 1"
"441","441_G4_P. baetica 1_",0,0,1,0,1,0,1,0,"P. baetica 1"
"442","442_E10_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"443","443_D7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"444","444_B11_P. baetica 1_",1,1,0,1,1,0,0,1,"P. baetica 1"
"445","445_E9_P. baetica 1_",1,1,1,0,1,1,0,1,"P. baetica 1"
"446","446_G7_P. baetica 1_",0,0,0,0,0,0,1,1,"P. baetica 1"
"447","447_F10_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"448","448_C2_P. baetica 1_",0,1,0,0,0,0,0,0,"P. baetica 1"
"449","449_G8_P. baetica 1_",1,1,1,1,0,1,1,0,"P. baetica 1"
"450","450_D7_P. baetica 1_",0,0,1,1,1,1,1,0,"P. baetica 1"
"451","451_G7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"452","452_E6_P. baetica 1_",0,1,0,1,1,1,1,0,"P. baetica 1"
"453","453_F3_P. baetica 1_",0,1,1,1,0,0,0,1,"P. baetica 1"
"454","454_E11_P. baetica 1_",1,1,0,1,0,0,1,1,"P. baetica 1"
"455","455_G2_P. baetica 1_",0,1,0,1,0,0,0,1,"P. baetica 1"
"456","456_D8_P. baetica 1_",1,1,1,1,1,1,0,0,"P. baetica 1"
"457","457_D4_P. baetica 1_",1,0,0,0,0,0,0,1,"P. baetica 1"
"458","458_E6_P. baetica 1_",0,0,0,1,0,1,0,0,"P. baetica 1"
"459","459_E8_P. baetica 1_",0,0,0,1,1,0,1,1,"P. baetica 1"
"460","460_F9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"461","461_D8_P. baetica 1_",1,1,0,1,0,1,0,0,"P. baetica 1"
"462","462_C5_P. baetica 1_",0,1,0,0,0,0,1,0,"P. baetica 1"
"463","463_G11_P. baetica 1_",0,1,1,1,1,1,1,0,"P. baetica 1"
"464","464_C3_P. baetica 1_",1,1,1,1,1,1,0,1,"P. baetica 1"
"465","465_G5_P. baetica 1_",0,1,0,0,1,1,1,0,"P. baetica 1"
"466","466_C6_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"467","467_E2_P. baetica 1_",0,1,1,0,1,1,1,1,"P. baetica 1"
"468","468_E11_P. baetica 1_",1,0,0,1,1,1,0,0,"P. baetica 1"
"469","469_C8_P. baetica 1_",1,1,0,1,1,0,0,0,"P. baetica 1"
"470","470_E10_P. baetica 1_",1,1,1,0,0,0,1,1,"P. baetica 1"
"471","471_B11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"472","472_C10_P. baetica 1_",1,0,1,1,0,0,1,0,"P. baetica 1"
"473","473_F6_P. baetica 1_",0,0,1,1,1,0,1,0,"P. baetica 1"
"474","474_B10_P. baetica 1_",1,1,0,1,1,1,1,0,"P. baetica 1"
"475","475_B5_P. baetica 1_",0,0,1,0,1,0,0,1,"P. baetica 1"
"476","476_C5_P. baetica 1_",0,1,0,0,0,0,1,0,"P. baetica 1"
"477","477_F8_P. baetica 1_",0,0,0,1,0,1,1,1,"P. baetica 1"
"478","478_B10_P. baetica 1_",1,1,0,1,1,1,1,0,"P. baetica 1"
"479","479_D4_P. baetica 1_",0,0,1,1,0,0,1,0,"P. baetica 1"
"480","480_C7_P. baetica 1_",0,0,0,0,0,1,1,1,"P. baetica 1"
"481","481_G2_P. baetica 1_",0,0,1,1,1,1,1,1,"P. baetica 1"
"482","482_F11_P. baetica 1_",1,0,0,1,1,0,1,0,"P. baetica 1"
"483","483_G9_P. baetica 1_",1,1,1,0,0,1,1,1,"P. baetica 1"
"484","484_F8_P. baetica 1_",1,1,0,0,0,0,1,0,"P. baetica 1"
"485","485_C7_P. baetica 1_",0,0,1,1,0,1,0,1,"P. baetica 1"
"486","486_E4_P. baetica 1_",0,1,1,0,0,0,0,0,"P. baetica 1"
"487","487_D4_P. baetica 1_",0,1,1,0,0,1,1,0,"P. baetica 1"
"488","488_E4_P. baetica 1_",0,1,1,0,0,1,0,1,"P. baetica 1"
"489","489_D9_P. baetica 1_",1,1,1,1,0,0,1,0,"P. baetica 1"
"490","490_F10_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"491","491_D8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"492","492_G5_P. baetica 1_",0,0,0,1,1,0,1,0,"P. baetica 1"
"493","493_B5_P. baetica 1_",0,0,1,0,1,0,0,1,"P. baetica 1"
"494","494_F6_P. baetica 1_",0,0,0,1,0,0,1,0,"P. baetica 1"
"495","495_C9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"496","496_B2_P. baetica 1_",1,0,0,1,0,1,1,0,"P. baetica 1"
"497","497_D10_P. baetica 1_",1,0,1,1,0,0,0,1,"P. baetica 1"
"498","498_B5_P. baetica 1_",0,0,1,0,1,0,0,1,"P. baetica 1"
"499","499_G4_P. baetica 1_",0,1,1,1,1,1,0,0,"P. baetica 1"
"500","500_E8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"501","501_B3_P. baetica 1_",0,1,0,0,1,1,0,0,"P. baetica 1"
"502","502_D7_P. baetica 1_",1,1,1,1,0,0,0,0,"P. baetica 1"
"503","503_B4_P. baetica 1_",1,0,1,1,1,1,1,1,"P. baetica 1"
"504","504_E7_P. baetica 1_",0,0,1,1,1,1,0,1,"P. baetica 1"
"505","505_C4_P. baetica 1_",0,1,1,1,1,1,1,1,"P. baetica 1"
"506","506_B7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"507","507_B7_P. baetica 1_",0,0,0,0,1,0,1,1,"P. baetica 1"
"508","508_B9_P. baetica 1_",1,1,0,0,1,0,1,0,"P. baetica 1"
"509","509_G6_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"510","510_G9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"511","511_B6_P. baetica 1_",0,0,1,0,0,0,1,0,"P. baetica 1"
"512","512_C3_P. baetica 1_",0,1,0,0,1,0,1,0,"P. baetica 1"
"513","513_B11_P. baetica 1_",1,0,0,0,0,1,1,0,"P. baetica 1"
"514","514_C7_P. baetica 1_",0,0,1,1,0,1,0,1,"P. baetica 1"
"515","515_D5_P. baetica 1_",0,1,0,0,0,0,0,1,"P. baetica 1"
"516","516_F3_P. baetica 1_",1,1,1,0,1,1,1,1,"P. baetica 1"
"517","517_C4_P. baetica 1_",0,0,1,1,0,1,0,0,"P. baetica 1"
"518","518_C10_P. baetica 1_",1,1,1,0,0,1,1,0,"P. baetica 1"
"519","519_F9_P. baetica 1_",1,1,0,0,0,0,1,1,"P. baetica 1"
"520","520_F5_P. baetica 1_",0,1,1,1,0,0,1,1,"P. baetica 1"
"521","521_D3_P. baetica 1_",1,1,0,0,0,0,0,0,"P. baetica 1"
"522","522_E9_P. baetica 1_",1,1,0,0,0,1,0,1,"P. baetica 1"
"523","523_E4_P. baetica 1_",0,0,1,1,0,0,0,1,"P. baetica 1"
"524","524_C8_P. baetica 1_",0,0,0,1,1,1,1,0,"P. baetica 1"
"525","525_D3_P. baetica 1_",1,0,1,0,1,1,1,0,"P. baetica 1"
"526","526_E2_P. baetica 1_",1,0,0,0,1,1,1,0,"P. baetica 1"
"527","527_C6_P. baetica 1_",0,1,1,0,1,0,1,1,"P. baetica 1"
"528","528_C5_P. baetica 1_",0,1,0,1,1,0,0,1,"P. baetica 1"
"529","529_D7_P. baetica 1_",0,0,1,1,0,0,1,1,"P. baetica 1"
"530","530_E2_P. baetica 1_",1,0,0,0,1,1,1,0,"P. baetica 1"
"531","531_E5_P. baetica 1_",0,0,1,0,0,0,1,1,"P. baetica 1"
"532","532_D5_P. baetica 1_",0,0,1,0,0,1,0,1,"P. baetica 1"
"533","533_G8_P. baetica 1_",1,1,0,0,1,1,0,0,"P. baetica 1"
"534","534_D5_P. baetica 1_",0,0,1,0,0,1,0,1,"P. baetica 1"
"535","535_F9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"536","536_G2_P. baetica 1_",0,0,0,0,0,1,0,0,"P. baetica 1"
"537","537_G11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"538","538_C6_P. baetica 1_",0,0,0,1,0,1,1,0,"P. baetica 1"
"539","539_F4_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"540","540_F11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"541","541_D3_P. baetica 1_",0,1,0,0,1,0,0,1,"P. baetica 1"
"542","542_F7_P. baetica 1_",0,0,1,0,1,1,0,1,"P. baetica 1"
"543","543_G6_P. baetica 1_",0,0,0,0,1,1,0,1,"P. baetica 1"
"544","544_B4_P. baetica 1_",1,0,0,0,0,1,0,0,"P. baetica 1"
"545","545_D11_P. baetica 1_",1,0,0,0,0,0,1,1,"P. baetica 1"
"546","546_E2_P. baetica 1_",0,1,0,1,0,1,0,0,"P. baetica 1"
"547","547_D5_P. baetica 1_",0,1,0,1,0,1,1,0,"P. baetica 1"
"548","548_F3_P. baetica 1_",1,0,0,1,0,0,0,0,"P. baetica 1"
"549","549_C7_P. baetica 1_",0,1,0,0,1,1,1,1,"P. baetica 1"
"550","550_C11_P. baetica 1_",1,0,0,0,0,1,0,1,"P. baetica 1"
"551","551_G9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"552","552_F7_P. baetica 1_",0,0,1,0,1,1,0,1,"P. baetica 1"
"553","553_F7_P. baetica 1_",1,1,1,0,0,1,0,0,"P. baetica 1"
"554","554_F4_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"555","555_F4_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"556","556_B9_P. baetica 1_",1,0,1,1,0,0,0,0,"P. baetica 1"
"557","557_F11_P. baetica 1_",1,1,0,0,1,1,1,0,"P. baetica 1"
"558","558_E11_P. baetica 1_",0,1,1,1,0,0,0,0,"P. baetica 1"
"559","559_D11_P. baetica 1_",1,0,0,0,0,0,1,1,"P. baetica 1"
"560","560_D4_P. baetica 1_",1,0,0,1,1,0,1,1,"P. baetica 1"
"561","561_D6_P. baetica 1_",0,1,1,0,0,1,1,1,"P. baetica 1"
"562","562_E7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"563","563_E4_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"564","564_F5_P. baetica 1_",0,0,1,0,1,0,0,0,"P. baetica 1"
"565","565_F5_P. baetica 1_",0,0,1,0,1,0,0,0,"P. baetica 1"
"566","566_B6_P. baetica 1_",0,1,0,0,1,1,0,1,"P. baetica 1"
"567","567_D11_P. baetica 1_",1,1,0,1,0,1,0,1,"P. baetica 1"
"568","568_F10_P. baetica 1_",1,0,1,0,1,0,1,0,"P. baetica 1"
"569","569_D2_P. baetica 1_",1,0,1,1,1,1,0,0,"P. baetica 1"
"570","570_E8_P. baetica 1_",1,1,0,0,0,1,0,0,"P. baetica 1"
"571","571_D7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"572","572_F8_P. baetica 1_",0,0,0,1,0,1,1,1,"P. baetica 1"
"573","573_F3_P. baetica 1_",0,1,0,0,0,1,0,1,"P. baetica 1"
"574","574_G9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"575","575_C10_P. baetica 1_",1,0,0,1,0,0,1,0,"P. baetica 1"
"576","576_C9_P. baetica 1_",1,1,1,1,0,0,1,1,"P. baetica 1"
"577","577_C2_P. baetica 1_",0,1,0,0,0,0,0,0,"P. baetica 1"
"578","578_D4_P. baetica 1_",1,0,0,1,1,0,1,1,"P. baetica 1"
"579","579_B11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"580","580_D11_P. baetica 1_",1,0,1,0,0,0,1,1,"P. baetica 1"
"581","581_G10_P. baetica 1_",1,0,1,0,1,0,0,1,"P. baetica 1"
"582","582_F7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"583","583_E11_P. baetica 1_",0,1,1,1,0,0,0,0,"P. baetica 1"
"584","584_E3_P. baetica 1_",0,1,1,1,0,0,1,0,"P. baetica 1"
"585","585_E10_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"586","586_F11_P. baetica 1_",1,0,0,1,1,1,1,1,"P. baetica 1"
"587","587_C7_P. baetica 1_",0,0,0,0,0,1,1,1,"P. baetica 1"
"588","588_B9_P. baetica 1_",1,0,1,1,0,0,0,0,"P. baetica 1"
"589","589_D2_P. baetica 1_",0,1,1,1,0,1,1,1,"P. baetica 1"
"590","590_B9_P. baetica 1_",1,0,1,1,0,0,0,0,"P. baetica 1"
"591","591_E11_P. baetica 1_",1,1,0,1,0,0,1,1,"P. baetica 1"
"592","592_B4_P. baetica 1_",0,1,1,0,1,0,1,0,"P. baetica 1"
"593","593_F2_P. baetica 1_",0,1,0,1,1,1,1,1,"P. baetica 1"
"594","594_D7_P. baetica 1_",0,0,0,0,1,0,0,1,"P. baetica 1"
"595","595_E6_P. baetica 1_",0,0,0,1,0,0,1,1,"P. baetica 1"
"596","596_G7_P. baetica 1_",1,1,1,0,0,0,1,0,"P. baetica 1"
"597","597_F3_P. baetica 1_",1,1,1,0,1,1,1,1,"P. baetica 1"
"598","598_G7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"599","599_D3_P. baetica 1_",1,1,1,1,1,0,1,1,"P. baetica 1"
"600","600_F5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"601","601_E9_P. baetica 1_",1,1,1,0,1,1,0,1,"P. baetica 1"
"602","602_D4_P. baetica 1_",0,0,1,1,0,0,1,0,"P. baetica 1"
"603","603_B9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"604","604_B10_P. baetica 1_",1,0,1,1,0,1,0,0,"P. baetica 1"
"605","605_D2_P. baetica 1_",1,0,1,1,1,1,0,0,"P. baetica 1"
"606","606_G4_P. baetica 1_",0,1,1,1,1,1,0,0,"P. baetica 1"
"607","607_G7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"608","608_E5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"609","609_C5_P. baetica 1_",0,0,1,0,0,1,1,0,"P. baetica 1"
"610","610_E10_P. baetica 1_",1,1,0,1,0,1,1,1,"P. baetica 1"
"611","611_D5_P. baetica 1_",0,1,1,1,0,1,1,0,"P. baetica 1"
"612","612_E6_P. baetica 1_",0,0,0,1,0,0,1,1,"P. baetica 1"
"613","613_D7_P. baetica 1_",0,0,1,1,0,0,1,1,"P. baetica 1"
"614","614_F5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"615","615_F4_P. baetica 1_",0,1,1,0,0,0,1,1,"P. baetica 1"
"616","616_F6_P. baetica 1_",0,0,1,1,1,0,1,0,"P. baetica 1"
"617","617_B3_P. baetica 1_",1,0,1,1,0,1,0,1,"P. baetica 1"
"618","618_C11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"619","619_B8_P. baetica 1_",1,1,1,0,0,0,0,1,"P. baetica 1"
"620","620_G5_P. baetica 1_",0,0,0,1,1,0,1,0,"P. baetica 1"
"621","621_C3_P. baetica 1_",1,0,1,1,0,0,1,1,"P. baetica 1"
"622","622_D11_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"623","623_G3_P. baetica 1_",1,0,0,0,1,0,0,0,"P. baetica 1"
"624","624_B3_P. baetica 1_",0,0,0,0,0,0,1,0,"P. baetica 1"
"625","625_F5_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"626","626_D9_P. baetica 1_",1,1,0,0,0,1,1,0,"P. baetica 1"
"627","627_F10_P. baetica 1_",1,1,0,0,1,1,1,1,"P. baetica 1"
"628","628_D10_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"629","629_B8_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"630","630_D9_P. baetica 1_",1,1,1,0,1,1,1,0,"P. baetica 1"
"631","631_G7_P. baetica 1_",0,0,1,1,0,1,1,1,"P. baetica 1"
"632","632_D2_P. baetica 1_",0,1,0,1,1,0,0,0,"P. baetica 1"
"633","633_C9_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"634","634_B11_P. baetica 1_",1,0,1,0,0,1,1,0,"P. baetica 1"
"635","635_F10_P. baetica 1_",1,1,0,0,1,1,1,1,"P. baetica 1"
"636","636_B11_P. baetica 1_",1,0,0,0,0,1,1,0,"P. baetica 1"
"637","637_C7_P. baetica 1_",0,0,0,0,0,0,0,0,"P. baetica 1"
"638","638_D11_P. baetica 1_",1,1,0,1,0,1,0,1,"P. baetica 1"
"639","639_G5_P. baetica 1_",0,1,1,0,1,1,1,0,"P. baetica 1"
